nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesXY,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,resource_id
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77253A,01F5ZAKH61XPEKRDF6YA7HMZZA,Lissy,Voirie,Place Roger Chauveau,77253,"[48.626200699999998,2.694243300000000]",2,FRS77EEC778511,01F5ZB3EZKWSKBPZDCVADP207S,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22190593182399,2017-11-30,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77252A,01F5ZAKH614FJF81C3AAMX98NB,Limoges-Fourches,Voirie,rue du château,77252,"[48.626318800000000,2.665209500000000]",2,FRS77EEC778412,01F5ZB3EZKWCJ03WMG5K0Z7M61,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22129522268506,2016-08-31,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77252A,01F5ZAKH614FJF81C3AAMX98NB,Limoges-Fourches,Voirie,rue du château,77252,"[48.626318800000000,2.665209500000000]",2,FRS77EEC778411,01F5ZB3EZK8W1JYG8N4XJVJ5T0,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22129522268506,2016-09-07,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77238A,01F5ZAKH61M7ERN7WVVETNSWC1,Jouarre,Voirie,rue de la Croix mission,77238,"[48.927669199999997,3.123814100000000]",2,FRS77EEC777011,01F5ZB3EZKQRJ75GAFE5F6A49B,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22170043255406,2016-08-10,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77212A,01F5ZAKH61HT51HJANTGRK3N18,Gravon,Voirie,route de Vinneuf,77212,"[48.398467099999998,3.120484700000000]",2,FRS77EEC776312,01F5ZB3EZK4Y6RFC0JBQBVF2XE,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22152098246055,2016-12-16,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77212A,01F5ZAKH61HT51HJANTGRK3N18,Gravon,Voirie,route de Vinneuf,77212,"[48.398467099999998,3.120484700000000]",2,FRS77EEC776311,01F5ZB3EZKCMYXKRDVG1EW2SZX,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22152098246055,2016-08-31,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77232A,01F5ZAKH61V1RD9ZS470MESW77,Isles-les-Villenoy,Voirie,rue de la garenne,77232,"[48.912483199999997,2.825952200000000]",2,FRS77EEC776711,01F5ZB3EZK346CVT0XEAAS6YQQ,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22129088114802,2021-01-04,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77131B,01F5ZAKH6172NAS9AG8F41KN6S,Coulommiers,Voirie,Rue Victor Hugo,77131,"[48.815,3.08237]",2,FRS77EEC7717011,01F5ZB3EZJEAK3TSTCCMQNXTC6,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,inconnu,2016-08-31,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77131B,01F5ZAKH6172NAS9AG8F41KN6S,Coulommiers,Voirie,Rue Victor Hugo,77131,"[48.815,3.08237]",2,FRS77EEC7717012,01F5ZB3EZJYCC6B2CBYT0G25S7,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,inconnu,2015-07-01,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77135A,01F5ZAKH6180ZSWJ0ABGJ7FH89,Courpalay,Voirie,place de l'église,77135,"[48.647747699999996,2.960664800000000]",2,FRS77EEC774411,01F5ZB3EZJ53DTMCR5W9K2RWA7,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22129377550407,2016-01-22,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77135A,01F5ZAKH6180ZSWJ0ABGJ7FH89,Courpalay,Voirie,place de l'église,77135,"[48.647747699999996,2.960664800000000]",2,FRS77EEC774412,01F5ZB3EZJXAAQSMPCYVES0WYA,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22129377550407,2016-08-31,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77235A,01F5ZAKH6190M8XFX4J3JB6Y05,Jaignes,Voirie,rue de l'abbaye,77235,"[48.991289999999999,3.054889000000000]",2,FRS77EEC776911,01F5ZB3EZK78EJ7C2DY3T03VKF,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22165267568035,2016-08-31,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77233A,01F5ZAKH61BSPYP13FFJF1643Y,Iverny,Voirie,rue du Bordeau,77233,"[48.999126300000000,2.786925300000000]",2,FRS77EEC776812,01F5ZB3EZK3KBYWX835AK4Y2B9,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22197105483285,2015-07-01,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77233A,01F5ZAKH61BSPYP13FFJF1643Y,Iverny,Voirie,rue du Bordeau,77233,"[48.999126300000000,2.786925300000000]",2,FRS77EEC776811,01F5ZB3EZKK4C3MR07HACZ38W1,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22197105483285,2016-09-07,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77232A,01F5ZAKH61V1RD9ZS470MESW77,Isles-les-Villenoy,Voirie,rue de la garenne,77232,"[48.912483199999997,2.825952200000000]",2,FRS77EEC776712,01F5ZB3EZK4J98HP0EP2YXMVTM,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22129088114802,2016-09-07,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77229A,01F5ZAKH61XMYRQ89RBARGP0C2,La Houssaye-en-Brie,Voirie,Place du Maréchal Augereau,77229,"[48.753509000000001,2.874503000000000]",2,FRS77EEC777212,01F5ZB3EZKZKW7X9PVRJ3N0Z6E,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22103038915862,2016-08-31,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77214A,01F5ZAKH61MVDX55W13APA2PV6,Gressy,Voirie,rue d'Olympie,77214,"[48.965434799999997,2.671610900000000]",2,FRS77EEC776411,01F5ZB3EZKNT34P7ZGQHSF88R0,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22197250199772,2016-05-30,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77229A,01F5ZAKH61XMYRQ89RBARGP0C2,La Houssaye-en-Brie,Voirie,Place du Maréchal Augereau,77229,"[48.753509000000001,2.874503000000000]",2,FRS77EEC777211,01F5ZB3EZK9M8R9FK82KP7SXH3,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22103038915862,2016-08-11,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77235A,01F5ZAKH6190M8XFX4J3JB6Y05,Jaignes,Voirie,rue de l'abbaye,77235,"[48.991289999999999,3.054889000000000]",2,FRS77EEC776912,01F5ZB3EZKKQ044A953WK74KFX,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22165267568035,2016-04-05,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77227A,01F5ZAKH61X1D8BSQAJ2E72F29,Hermé,Voirie,place de la mairie,77227,"[48.483391099999999,3.349335500000000]",2,FRS77EEC776612,01F5ZB3EZK0APD3VJ8C1RB5K4F,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22197105481922,2016-02-23,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77226A,01F5ZDX6C28GEPQQJHACKBPAZF,Héricy,Voirie,rue de l'église,77226,"[48.448495,2.765250]",2,FRS77EEC7722612,01F5ZE04QVYTRYZJPXPJN4SMBJ,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,inconnu,2021-04-22,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77226A,01F5ZDX6C28GEPQQJHACKBPAZF,Héricy,Voirie,rue de l'église,77226,"[48.448495,2.765250]",2,FRS77EEC7722611,01F5ZE04QV54FEVMM6BSNX20SG,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,inconnu,2021-04-22,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77219A,01F5ZAKH61FPF2MSHNDHDC50N6,Guerard,Voirie,grande rue,77219,"[48.822293999999999,2.957986500000000]",2,FRS77EEC776512,01F5ZB3EZKJE4X9PG5D5K21TJ8,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22167583052826,2015-07-01,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77219A,01F5ZAKH61FPF2MSHNDHDC50N6,Guerard,Voirie,grande rue,77219,"[48.822293999999999,2.957986500000000]",2,FRS77EEC776511,01F5ZB3EZK75WZDD5M78RQ6CHZ,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22167583052826,2015-05-29,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77214A,01F5ZAKH61MVDX55W13APA2PV6,Gressy,Voirie,rue d'Olympie,77214,"[48.965434799999997,2.671610900000000]",2,FRS77EEC776412,01F5ZB3EZKYDT7TFZR7S77DF3Y,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22197250199772,2016-08-31,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77244A,01F5ZAKH61Y8K5YQPJP1YT4BZ0,Larchant,Voirie,rue des fosses Bretonnières,77244,"[48.283299399999997,2.597889900000000]",2,FRS77EEC777712,01F5ZB3EZK26Z86ZBYP8CTR9HM,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22177713298805,2015-07-01,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77272A,01F5ZAKH61281F27RSXT6EQ5NW,Maison-Rouge-en-Brie,Voirie,Place du tilleul,77272,"[48.558976999999999,3.151188000000000]",2,FRS77EEC779212,01F5ZB3EZKAQAJZZHMXH7S3VRQ,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22179449912470,2016-02-01,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77047A,01F5ZAKH61HVVT0NPS06MV38WB,Bouleurs,Voirie,rue du Mont,77047,"[48.882024999999999,2.906948900000000]",2,FRS77EEC772111,01F5ZB3EZHATBB1R8558N1NCGA,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22166425310489,2015-07-01,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77184A,01F5ZAKH61PCPP9M7Z1HWEX6W9,Flagy,Voirie,Place de l'église,77184,"[48.312194800000000,2.922665600000000]",2,FRS77EEC775612,01F5ZB3EZKP2T1KNPXY0ANQ5TQ,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22191027335764,2015-07-01,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77194A,01F5ZAKH61QEC61D29D0JQPXP2,Forges,Voirie,rue de l'église,77194,"[48.418993399999998,2.961400500000000]",2,FRS77EEC776012,01F5ZB3EZK3H6DAJAN5GSCZC26,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22191172053520,2015-07-01,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77194A,01F5ZAKH61QEC61D29D0JQPXP2,Forges,Voirie,rue de l'église,77194,"[48.418993399999998,2.961400500000000]",2,FRS77EEC776011,01F5ZB3EZK39HFM8EBR33X9NR0,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22191172053520,2016-09-07,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77191A,01F5ZAKH61Q2450FRWGGNY80W5,Fontenailles,Voirie,rue des Charmilles,77191,"[48.555731999999999,2.951968600000000]",2,FRS77EEC775912,01F5ZB3EZKD12YN34X1747CEFQ,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22148625019158,2016-12-16,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77191A,01F5ZAKH61Q2450FRWGGNY80W5,Fontenailles,Voirie,rue des Charmilles,77191,"[48.555731999999999,2.951968600000000]",2,FRS77EEC775911,01F5ZB3EZKZ0G3CEK0FPTB3TV2,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22148625019158,2016-11-15,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77188A,01F5ZAKH61DXWS7JDZRA1P5P49,Fontaine-le-Port,Voirie,rue de la vieille Montagne,77188,"[48.486505700000002,2.756482100000000]",2,FRS77EEC775812,01F5ZB3EZKWTPWC1D778BRQTB1,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22191461489119,2016-02-23,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77188A,01F5ZAKH61DXWS7JDZRA1P5P49,Fontaine-le-Port,Voirie,rue de la vieille Montagne,77188,"[48.486505700000002,2.756482100000000]",2,FRS77EEC775811,01F5ZB3EZKB47CENSSP0RKKHSM,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22191461489119,2016-08-10,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77187A,01F5ZAKH61697B2JJF1YQXZYFQ,Fontaine-Fourches,Voirie,rue Mérot,77187,"[48.413940400000001,3.391619800000000]",2,FRS77EEC775712,01F5ZB3EZKH33YBVV5JRAR85BG,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22192908667160,2016-04-05,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77187A,01F5ZAKH61697B2JJF1YQXZYFQ,Fontaine-Fourches,Voirie,rue Mérot,77187,"[48.413940400000001,3.391619800000000]",2,FRS77EEC775711,01F5ZB3EZKJZY0KC48ZZNH0H9X,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22192908667160,2016-08-10,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77184A,01F5ZAKH61PCPP9M7Z1HWEX6W9,Flagy,Voirie,Place de l'église,77184,"[48.312194800000000,2.922665600000000]",2,FRS77EEC775611,01F5ZB3EZKHKGWX9EKBVQK1B07,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22191027335764,2016-09-07,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77165A,01F5ZAKH61MEPVMYM1JS6XDRYK,Les Ecrennes,Voirie,rue Grande,77165,"[48.504120399999998,2.860825800000000]",2,FRS77EEC778312,01F5ZB3EZKE8RRCM40PR9SFPBY,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22179884061901,2016-08-10,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77182A,01F5ZAKH6188B0GYCB085NCB34,La-Ferté-Gaucher,Voirie,rue Ernest Delbet,77182,"[48.782026999999999,3.305766800000000]",2,FRS77EEC777412,01F5ZB3EZKN13STS3XCW7ACJEW,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22192619231571,2016-08-31,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
SDESM,200041309,marc.boitel@sdesm.fr,IZIVIA,sav@izivia.com,0972668001,Ecocharge77,FRS77P77182A,01F5ZAKH6188B0GYCB085NCB34,La-Ferté-Gaucher,Voirie,rue Ernest Delbet,77182,"[48.782026999999999,3.305766800000000]",2,FRS77EEC777411,01F5ZB3EZKKWYX2YM6899SFG66,18,true,true,false,false,false,false,true,false,false,"2€ pour 3h de session de charge pour les abonnés, puis 2,5cts d'€ par minute complémentaire",Accès libre,false,24/7,Accessibilité inconnue,aucune restriction,false,Direct,22192619231571,2015-07-01,aucune,2021-05-18,2021-05-28T16:57:48.432000,6d189577-af67-4d72-ba60-73fa62fd35fc
